,Year,Month,Day,Pressure (hPa),Temperature (oC),Dew Point Temp (oC),Relative Humidity (%),Wind Speed(m/s),wind direction(deg),Soil Moisture (kg m-2) at 10 cm depth,Rainfall (mm),PETo,AETo
172,2019,6,22,1002.2,28.74736842,23.97894737,76.14491461,3.121052632,280.5263158,25.58806945,299.3,1.625087352978543,1.6228839416743208
173,2019,6,23,1002.0125,28.03684211,24.46842105,81.32348725,2.182857143,220.3225806,26.03961108,0.0,0.9572449352718456,0.0
174,2019,6,24,1003.2875,30.075,24.555,73.43610282,2.092105263,215.862069,25.43397497,66.3,1.3388287474615683,1.3320981880513347
175,2019,6,25,1004.2625,29.43157895,24.36578947,74.94591925,1.679411765,223.2,23.82009995,399.4,1.046559655550074,1.0458744468444348
176,2019,6,26,1003.1375,31.14594595,23.07027027,62.84820574,3.063888889,248.6111111,23.39884446,0.3,2.605432990158492,0.2993145469356008
177,2019,6,27,1002.125,31.48108108,23.52432432,63.69591689,3.572972973,245.0,23.40440274,0.0,2.8833952587849296,0.0
178,2019,6,28,1002.4125,29.65,23.24166667,68.99670801,5.247222222,257.22222220000003,23.14786108,13.2,3.1705638249001247,2.988645421787969
179,2019,6,29,1002.457143,27.85806452,23.04193548,75.96464388,5.65483871,254.516129,22.95658612,0.2,2.462549479564976,0.1997801378724133
180,2019,6,30,1002.4,26.38947368,22.36052632,78.88082371,5.515789474,273.9473684,22.4050083,34.8,2.058263567895135,2.0282010132462633
181,2019,7,1,1001.825,26.77142857,23.30857143,81.69363815,4.622857143,263.4285714,22.57105834,0.5,1.6037913127097652,0.482084247178917
182,2019,7,2,1001.75,27.35625,23.5125,79.8577502,5.028125,265.0,23.52616665,29.5,1.8981056843112445,1.8679787902574312
183,2019,7,3,1002.814286,28.51351351,22.89459459,72.57504386,5.397297297000001,254.32432430000003,24.44579443,0.5,2.7632966003711754,0.49630910460884275
184,2019,7,4,1001.3625,28.55263158,23.40526316,74.55367717,5.121052632,247.1052632,23.4117333,14.0,2.4798384174794563,2.37394131586014
185,2019,7,5,1000.7375,27.385,23.775,81.11884292,4.7375,247.0,26.33700559,43.3,1.7077059827818535,1.6910059852352841
186,2019,7,6,1001.1,28.48421053,23.04210526,72.95751126,5.221052632,249.4594595,26.17173049,16.5,2.6728360689197284,2.5681474664614248
187,2019,7,7,1001.9375,29.26222222,23.35777778,71.25730791,5.58,246.4444444,25.03661386,0.2,3.030398868609557,0.1998549828895991
188,2019,7,8,1003.1125,29.9,23.20263158,68.56605778,4.707894737,254.7368421,25.99000555,0.4,2.963121416578682,0.39867114444785257
189,2019,7,9,1002.8625,29.95263158,23.45789474,69.05090457,4.639473684,235.1351351,25.65116666,63.9,2.905777936857032,2.8730545542620654
190,2019,7,10,1002.9375,29.98918919,23.34054054,68.91329517,5.264864865,250.2702703,25.1460722,11.1,3.1772929501312963,2.960182672570251
191,2019,7,11,1005.5375,28.37567568,23.18918919,75.54300096,4.8108108110000005,262.972973,31.38029723,3.8,2.241345284468924,1.8835391157416215
192,2019,7,12,1006.8875,28.35789474,23.53684211,75.67115239,3.809375,259.6666667,30.59118062,159.0,1.9196332225415786,1.91385375740998
193,2019,7,13,1006.675,28.69444444,23.99722222,76.95017408,4.061290323,254.8275862,32.64622225,14.3,1.9097309853752924,1.8477093351989793
194,2019,7,14,1004.8375,29.6,23.85714286,71.88553179,3.771428571,261.8518519,29.78146113,24.4,2.2574277895910155,2.2062074281172586
195,2019,7,15,1004.4,27.6,23.685,80.04052964,2.997222222,272.5,30.05728055,12.1,1.2905062666571847,1.2568494988709817
